run_id,model,instruction_type,condition,replicate,budget,k,provider,model_id,role,presentation_seed,status,ok,stop_reason,input_tokens,output_tokens,error,activity_id_returned,activity_returned,reason,activity_id,matched,position,activity,topic,actor,level
run_001,gpt_terra,basic,k_fixed,1,fixed,15,openai,gpt-5.6-terra,primary,10002027,success,TRUE,completed,3626,1172,NA,a_MN46,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This accessible example supports learning about resource extraction, product life cycles, waste pathways and impacts on ocean systems.",a_MN46,TRUE,85,Students examine recommendations to carry reusable alternatives instead of using disposable plastics and determine how the strategy could limit anthropogenic impact on Earth's systems.,plastics,downstream,low_cog
run_001,gpt_terra,basic,k_fixed,1,fixed,15,openai,gpt-5.6-terra,primary,10002027,success,TRUE,completed,3626,1172,NA,a_LY95,Students examine recommendations to create live tracking for steel waste from all new constructions and determine how the strategy could limit anthropogenic impact on Earth's systems.,Tracking construction waste develops understanding of material cycles and the substantial emissions embodied in industrial production.,a_LY95,TRUE,34,Students examine recommendations to create live tracking for steel waste from all new constructions and determine how the strategy could limit anthropogenic impact on Earth's systems.,steel,upstream,high_cog
run_001,gpt_terra,basic,k_fixed,1,fixed,15,openai,gpt-5.6-terra,primary,10002027,success,TRUE,completed,3626,1172,NA,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This activity invites students to evaluate transport decarbonisation while considering electricity sources, resource demand and public infrastructure.",a_KG40,TRUE,86,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,upstream,high_cog
run_001,gpt_terra,basic,k_fixed,1,fixed,15,openai,gpt-5.6-terra,primary,10002027,success,TRUE,completed,3626,1172,NA,a_YH68,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.,It connects solar radiation and renewable-energy potential with the competing social and legal demands of urban environments.,a_YH68,TRUE,52,Students examine recommendations to seek property rights protecting sunlight access for solar panels and determine how the strategy could limit anthropogenic impact on Earth's systems.,solar,midstream,high_cog
run_001,gpt_terra,basic,k_fixed,1,fixed,15,openai,gpt-5.6-terra,primary,10002027,success,TRUE,completed,3626,1172,NA,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,This reinforces the importance of responsible end-of-life management by linking consumer actions to atmospheric pollution and climate change.,a_SJ45,TRUE,60,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,downstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_TT87,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This supports learning about biosphere-atmosphere interactions, carbon sequestration, urban heat and the social dimensions of climate action.",a_TT87,TRUE,3,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.,trees,upstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_PB62,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This makes links between fossil-fuel combustion, greenhouse gas emissions, air quality and everyday transport choices explicit.",a_PB62,TRUE,12,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,downstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_HN41,Students examine recommendations to offer options of free installation for bulk household insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.,This provides an accessible application of energy transfer concepts while showing how reducing energy demand can lower emissions.,a_HN41,TRUE,13,Students examine recommendations to offer options of free installation for bulk household insulation and determine how the strategy could limit anthropogenic impact on Earth's systems.,insulation,upstream,high_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_NG26,Students examine recommendations to serve only plant-based foods at all public catered events and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This allows students to investigate the interconnected effects of food systems on land use, water, biodiversity and greenhouse gas emissions.",a_NG26,TRUE,7,Students examine recommendations to serve only plant-based foods at all public catered events and determine how the strategy could limit anthropogenic impact on Earth's systems.,diets,midstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_UM19,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This develops understanding of renewable energy, energy-system transitions and the role communities can play in emissions reduction.",a_UM19,TRUE,40,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.,solar,midstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_II46,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,This highlights that some human impacts on climate arise from potent greenhouse gases as well as carbon dioxide.,a_II46,TRUE,48,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,upstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.,Hands-on measurement and data analysis help students connect electricity consumption to emissions and evidence-based household decisions.,a_OS29,TRUE,66,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.,appliances,downstream,high_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_IG83,Students examine recommendations to help plan 15-minute cities for reducing travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This promotes systems thinking by connecting urban design, transport demand, energy use, health and climate mitigation.",a_IG83,TRUE,72,Students examine recommendations to help plan 15-minute cities for reducing travel requirements and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,midstream,high_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_JA44,Students examine recommendations to access affordable funding for complete home solar systems and determine how the strategy could limit anthropogenic impact on Earth's systems.,This helps students evaluate how replacing fossil-fuel electricity with solar generation affects atmospheric carbon cycling and equity.,a_JA44,TRUE,44,Students examine recommendations to access affordable funding for complete home solar systems and determine how the strategy could limit anthropogenic impact on Earth's systems.,solar,downstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_NV27,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This demonstrates how reducing food waste can decrease landfill emissions and avoid unnecessary land, water and energy use.",a_NV27,TRUE,2,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.,food_waste,midstream,high_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_QZ46,Students examine recommendations to establish local repair cafes for fixing broken smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This supports understanding of material cycles, resource extraction, e-waste and the value of a circular economy.",a_QZ46,TRUE,8,Students examine recommendations to establish local repair cafes for fixing broken smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.,smartphones,midstream,high_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,This reinforces the importance of responsible management of substances that can alter atmospheric composition and intensify warming.,a_SJ45,TRUE,50,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,downstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_JJ52,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This broadens students' understanding beyond personal emissions by examining industrial processes, embodied carbon and infrastructure choices.",a_JJ52,TRUE,64,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.,steel,upstream,low_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_QL28,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This connects climate adaptation and mitigation with local biodiversity, habitat creation, water cycling and heat-island reduction.",a_QL28,TRUE,67,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.,trees,downstream,high_cog
run_002,gpt_terra,basic,k_fixed,2,fixed,15,openai,gpt-5.6-terra,primary,10002028,success,TRUE,completed,3626,1139,NA,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This enables comparison of transport technologies and policies while considering emissions, electricity sources and resource trade-offs.",a_KG40,TRUE,86,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,upstream,high_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_FG80,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.,Analysing generation data develops evidence-based understanding of how renewable electricity can reduce greenhouse gas emissions from the energy system.,a_FG80,TRUE,2,Students examine recommendations to publish public solar generation data from energy suppliers and determine how the strategy could limit anthropogenic impact on Earth's systems.,solar,upstream,high_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,This activity directly connects the chemistry of refrigerants with atmospheric warming and the importance of regulation in emissions reduction.,a_SJ45,TRUE,24,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,downstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_TT87,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Students can explore how urban vegetation affects carbon cycling, biodiversity, local temperatures, water flows and community wellbeing.",a_TT87,TRUE,16,Students examine recommendations to publicly funded citizen employment for planting urban trees and determine how the strategy could limit anthropogenic impact on Earth's systems.,trees,upstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_NY62,Students examine recommendations to adopt a plant-based diet that prioritises unrefined produce and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Considering dietary change supports systems thinking about agriculture, land clearing, methane emissions, water use and human health.",a_NY62,TRUE,6,Students examine recommendations to adopt a plant-based diet that prioritises unrefined produce and determine how the strategy could limit anthropogenic impact on Earth's systems.,diets,downstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_NV27,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This provides a relatable case study for tracing food waste through production, transport, decomposition and greenhouse gas emissions.",a_NV27,TRUE,58,Students examine recommendations to plan local food shed sales for redirecting imperfect produce and determine how the strategy could limit anthropogenic impact on Earth's systems.,food_waste,midstream,high_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_PB62,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Evaluating transport choices helps students link fossil-fuel combustion to the carbon cycle, air quality and urban environmental impacts.",a_PB62,TRUE,52,Students examine recommendations to travel using alternative transport for pursuing car-free lifestyles and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,downstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.,Measuring appliance energy use gives students authentic quantitative evidence for connecting everyday electricity consumption with emissions.,a_OS29,TRUE,78,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.,appliances,downstream,high_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.,This activity applies ideas about energy transfer and efficiency while raising equity questions about who can access climate-resilient housing.,a_KM58,TRUE,68,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.,insulation,upstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_UM19,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Community solar allows students to evaluate renewable-energy transitions through environmental, economic and social perspectives.",a_UM19,TRUE,18,Students examine recommendations to establish community solar schemes with local resident shares and determine how the strategy could limit anthropogenic impact on Earth's systems.,solar,midstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_AH79,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Students can investigate material life cycles and how plastic pollution moves between the lithosphere, hydrosphere, biosphere and human systems.",a_AH79,TRUE,22,Students examine recommendations to set up central collection points for plastic recycling pickup and determine how the strategy could limit anthropogenic impact on Earth's systems.,plastics,midstream,high_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_ZJ09,Students examine recommendations to commit to purchasing refurbished rather than new smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Examining refurbished devices reveals the hidden climate and environmental costs of mining, manufacturing, transport and e-waste.",a_ZJ09,TRUE,5,Students examine recommendations to commit to purchasing refurbished rather than new smartphones and determine how the strategy could limit anthropogenic impact on Earth's systems.,smartphones,downstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_JJ52,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.,This broadens students' understanding beyond household actions by examining industrial emissions and low-carbon infrastructure decisions.,a_JJ52,TRUE,28,Students examine recommendations to source low emission steel for public infrastructure projects and determine how the strategy could limit anthropogenic impact on Earth's systems.,steel,upstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_QL28,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Selecting native species encourages students to consider local ecosystems, biodiversity, adaptation to climate conditions and long-term stewardship.",a_QL28,TRUE,25,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.,trees,downstream,high_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_SL14,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,Designing car-free zones enables critical evaluation of urban planning as a climate mitigation strategy with health and equity co-benefits.,a_SL14,TRUE,73,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,upstream,low_cog
run_003,gpt_terra,basic,k_fixed,3,fixed,15,openai,gpt-5.6-terra,primary,10002029,success,TRUE,completed,3626,1041,NA,a_II46,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Investigating commercial refrigerant leaks highlights that high-impact climate solutions can involve technical systems, monitoring and policy rather than only individual behaviour.",a_II46,TRUE,42,Students examine recommendations to regulate leak detection systems for commercial refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,upstream,low_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_UM47,Students examine recommendations to coordinate subsidised home solar panel installation schemes and determine how the strategy could limit anthropogenic impact on Earth's systems.,This supports analysis of renewable energy transitions and links electricity generation choices to atmospheric greenhouse gas concentrations.,a_UM47,TRUE,12,Students examine recommendations to coordinate subsidised home solar panel installation schemes and determine how the strategy could limit anthropogenic impact on Earth's systems.,solar,upstream,low_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_OS29,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.,Using real measurements builds data literacy while making energy efficiency and associated emissions tangible.,a_OS29,TRUE,66,Students examine recommendations to borrow an energy auditing kit to measure household appliances and determine how the strategy could limit anthropogenic impact on Earth's systems.,appliances,downstream,high_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_EF74,Students examine recommendations to track heating costs using affordable home energy monitors and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Students can interpret energy-use data to evaluate how behaviour, weather and building design affect emissions.",a_EF74,TRUE,90,Students examine recommendations to track heating costs using affordable home energy monitors and determine how the strategy could limit anthropogenic impact on Earth's systems.,heating,downstream,high_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_KM58,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This provides a strong case study of heat transfer, energy demand, equity and climate-change mitigation policy.",a_KM58,TRUE,55,Students examine recommendations to increase minimum standards of insulation in leased properties and determine how the strategy could limit anthropogenic impact on Earth's systems.,insulation,upstream,low_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_SJ45,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,This highlights that some human emissions have very high warming potential and require effective regulation across systems.,a_SJ45,TRUE,38,Students examine recommendations to use licensed technicians when disposing household refrigerants and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,downstream,low_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_ZT78,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.,Evaluating refrigerant labels helps students compare greenhouse gases and consider how information can influence environmental decisions.,a_ZT78,TRUE,85,Students examine recommendations to design label standards for displaying refrigerant compositions and determine how the strategy could limit anthropogenic impact on Earth's systems.,refrigerants,upstream,high_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_KG40,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This enables systems thinking about transport emissions, electricity sources, resource extraction and infrastructure.",a_KG40,TRUE,9,Students examine recommendations to develop national strategies for shared electric vehicle travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,upstream,high_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_SL14,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This connects urban planning with transport emissions, air quality, public health and equitable climate action.",a_SL14,TRUE,74,Students examine recommendations to dedicate minimum car-free zones in cities for active travel and determine how the strategy could limit anthropogenic impact on Earth's systems.,travel,upstream,low_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_SY10,Students examine recommendations to source available area maps for urban tree planting suggestions and determine how the strategy could limit anthropogenic impact on Earth's systems.,"Working with maps develops spatial thinking about carbon sequestration, urban heat, water cycles and biodiversity.",a_SY10,TRUE,7,Students examine recommendations to source available area maps for urban tree planting suggestions and determine how the strategy could limit anthropogenic impact on Earth's systems.,trees,midstream,high_cog
run_004,gpt_terra,basic,k_fixed,4,fixed,15,openai,gpt-5.6-terra,primary,10002030,success,TRUE,completed,3626,977,NA,a_QL28,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.,"This links local adaptation and mitigation with ecosystem resilience, habitat and the role of vegetation in the carbon cycle.",a_QL28,TRUE,48,Students examine recommendations to consider native urban tree suggestions for planting nearby and determine how the strategy could limit anthropogenic impact on Earth's systems.,trees,downstream,high_cog
